"tweet","sentiment"
"I swear it's ten degrees cooler outside at my house than it is at the radio station. What the heck?",1
"RT @mention: Even tho the storm took up most of our time i still stayed around to watch @mention @mention",2
"Wish the weather was nice so I can go to squamm",1
"It feels good outside . that summernight weather.",3
"It's all cloudy and windy and there are pigeons everywhere. Gross.",1
"RT @mention: Now back in sunny LA on my way to work!! Shooting a very important scene for me today:)",3
"War Zone Weather: Kabul, Afghanistan: 77F, Partly Cloudy - 11:20 AM Local Time May. 8 #hrweather #military",2
"spray painting some BRIGHT green kryloncrafts which could only mean ONE thing....it's WARM OUTSIDE",3
"It's snowing again! Arrgh! Silly weather, it's spring. Say it with me, S-P-R-I-N-G. please send some sun. THank you.",1
"@mention We have beautiful weather. Lucky! But it will improve in MA soon too, I'm sure. {link}",3
"#WEATHER:  4:52 am : 48.0F. Feels 43F. 30.08% Humidity. 12.7MPH North Wind.",2
"Just touched down.. cali sunshine gotta love it",3
"I hate working on rainy days! Ugh fml",1
"{link} Edmonton in for a warm, rainy summer",2
"just got homee dam its cold outside -__-",1
"just got hme from roe. its stupid hot out.",1
"Doors are open and the last few things are out of the oven in just a minute! The weather is beautifully cool, come enjoy!",3
"#WEATHER:  6:53 pm : 60.0F. Feels 59F. 29.73% Humidity. 9.2MPH Northwest Wind.",2
"Reached 100 degrees. Awwwriiiight",3
"Happy Mothers Day to all the moms out there!!  Enjoy the great weather after bringing your mom breakfast in bed!",3
"@mention hah! Putting up with the awful humidity we have here builds - something. :(",1
"Oh joy. Goddamn weather tomorrow. Hope my flights don't get delayed.",1
"@mention Good morning sunny 68 here today. If you want add be at facebook.",3
"RT @mention: Dumb cold outside",1
"Updates on today's severe weather on ABC 17 Stormtrack 24/7, {link}, @mention and FB: {link} #CoMo #MidMO",2
"Waiting for my best pal to come pick me up for a ride in her convertible MiniCooper. Windy as all get out here in MN. This could go badly.",1
"Maybe I should've wore a jacket to the library. It's too chilly outside.",1
"RT @mention: Love waking up to sunshine (:",3
"best lunch on a rainy monday? toasted veggie sandwich (mmm avocado!)from @mention. delish!",2
"Its Hot Out Here",2
"@mention weather is sketchy here too..haha perfect way to describe it..summer should be warm right? its like 50",1
"RT @mention Hate the humidity here in MIA with a passion&lt;&lt;Girl tell me about it...my hair hasn't been the same",1
"Yesterday's fantastic day is long gone. It's rainy, wet, dark gray and cool again. WAAHH.",1
"Why the heck is it this cold out!? #hatethisweather",1
"89 degrees, holy shit. This is definitely my type of weather though. My chili peppers aren't complaining either!",3
"Packing for our cruise -- checked the weather and we're going to get out tan on.",3
"The weather today is really beautiful... What are your plans for today in this lovely weather?",3
"The weather outside feels great (:",3
"Cleaning my car out quick. Going for a run. Taking the dog for a walk....I love this weather!  :)",3
"A Severe Thunderstorm Warning continues for Hancock, Johnson, Marion and Shelby counties. {link}",2
"Severe Thunderstorm Watch for portions of North Mississippi {link}",2
"Anthem, AZ @mention:30 PM, Temp:95.2&#xB0;F, Wind:1.8 mph SE, Baro:29.37 inches, Hum:  7, Rain:0.00 in., Hi:98.6&#xB0;F, Lo:60.3&#xB0;F@mention:55 AM",2
"Weather damage, 3-inch hail creates 4,000 divots on Byron Nelson course | Dallas-Fort Worth Golf News - Sports News for Dallas, Texas",2
"RT @mention: What is with this weather? #chillylikeMarch #postponingsummer",1
"UtahNewsZone.com Utahns brave wet weather for annual Bike-To-Work Day: A handful of U... {link} Robert Paisola Media",2
"National Weather Services Warns For Flooding: The National Weather Service has placed Hoboken on a flood watch,... {link}",2
"This is the weather I thought I had left in Missouri.",1
"Windy city! I'm freezing.",1
"Omg. Maybe I'm in hell after all. The weather outside is disgustingly hot and humid! Yuck!",1
"Sublime pluss a rainy daay equals bliss(;",3
"Outside: 62.7 F, Humidity: 86%, Wind: (112) 6 mph, Press: 29.75"", Rain: 0.00",2
"Ugh people should not be able to get sick just when the weather is getting nice",3
"@mention @mention @mention so not happy to be leaving beautiful cruise weather to come home to freezing 60 kc weather.",1
"Hot as #HELL outside",1
"RT @mention: SEVERE T-STORM WARNING ISSUED FOR MEIGS AND RHEA COUNTIES UNTIL 4:45 EDT",2
"Level 1 client - ""Can't we do class outside today?"" Beautiful day, enjoying the sunshine at The Core Studio.",3
"@mention It is! I'm actually sitting on my deck right now with my computer in hand :) It's 72 and sunny!",3
"@mention Looks like we're working on some storm damage in the area. There's a few streets without service in the area.",2
"and the storm clouds come rolling in.",2
"@mention ouu, you're in Boston? Come to Rhode Island! :) Though it's just as cold & rainy here... :/",1
"RT @mention: The weather is going to drive me to drinking.",1
"Its 80 degrees outside #lamesauce I wish it was winter",1
"Honestly the weather is not supposed to be like this when I get outta school! Ugh.. well that only leaves one thing to do SHOP!!!",1
"Had a severe t-storm warning today.... storm season is finally here :)",3
"I'm sure the garden plants are loving all this rain, but accumulating snow tonight is not good. Guess I should have made row covers.",1
"Walkin its warm out",2
"This is such a wonderful day. :) Beautiful weather. Good friends. Family. Huge accomplishments - congrats on your Masters Ksenia! #noworries",3
"Partly cloudy tonight, low 50 (10 C).  Sunny Thursday, high near 80 (27 C).",2
"SPC TX Watch: SPC Severe Thunderstorm Watch 283 {link}",2
"Severe Thunderstorm Warning for Creek, Okmulgee, Tulsa and Wagoner County until 6:45pm. #okwx",2
"@mention it was busy and kinda scary we had an outage due to bad weather :/",1
"RT @mention Tomorrow's weather for the Butler St Bark-A-Thon will be PERFECT! {link} {link}",3
"Cut myself on the paper towel dispenser while trying to get a toothpaste stain of my shirt. At least it's sunny.",3
"Monday Madness at The Honey Pot. The weather has been crap but that doesn't mean you shouldn't come out and hang... {link}",1
"On my way to work and the weather is shit",1
"Just looked at the weather forecast over the next couple days...damn, looks like I might need to break out the long pants for a day or two.",1
"RT @mention: This only thing to do right now since we're experiencing this shitty weather, is to drink coffee in bed.",1
"3.5 inches of snow overnight in Grant Village, Yellowstone. East Entrance closed this A.M.",2
"***TORNADO WARNING***  for NW Dimmit, Maverick and SW Zavala counties until 9:15am. Poss. tornado near Cometa. Storm moving east at 10 mph",2
"#WEATHER:  9:51 am : 74.0F. Feels F. 29.92% Humidity. 4.6MPH Southeast Wind.",2
"RT @mention: Severe thunderstorm watch for portions of western Arkansas until 10 pm.  Hail is a big threat  #ARWX",2
"Weather's blah. No carnival this weekend. Maybe next weekend. Still love spendin time w/ my fam. #nuttinbetta",1
"Why is it so bloody windy, jheez?!!!?",1
"Its really sunny today might have some rain later on.",2
"@mention no way. Its gotta be 42. I'm in the news car freezing.",1
"Best. Brunch. Weather. Ever.",3
"It is simply too frigid this morning. How do they expect my runner to jump in a freezing cold lake in an hour?! #triathlondownsides",1
"This weather needs to make its mind up!",1
"I can't stop diggin the way the weather is this morning! :)",3
"A high of 55? In mid May? What's with this year's crazy weather?!",1
"#WEATHER: 1:56 pm P: 94.0F. Feels F. 29.84% Humidity. 13.8MPH Southwest Wind.",2
"Its too cold to get out of bed this morning -___-",1
"I knew it all the nice weather in Ireland Was a fuckin ! !!",1
"Ok its May already but its chilly outside wtf",1
"Tryna figure out what to wear tonight. This weather be buggin!",1
"Why is it soo cold and windy!?",1
"It's so cold outside.",2
"3 more counties added to Arkansas storm disaster list - {link}",2
"Heavy rains could bring minor flooding to Shore today: Periods of rain and thunderstorms are pushing across our ... {link}",2
"#WEATHER:  4:53 pm : 58.0F. Feels 57F. 30.10% Humidity. 5.8MPH Northeast Wind.",2
"@mention *laughs* I don't mind humidity....just the curl *grins*",3
"Frigin day would get over with real cold out today",1
"RT @mention: Its so hot out here",1
"It's cold is shit out here.",1
"#WEATHER:  5:52 pm : 91.0F. Feels F. 29.67% Humidity. 16.1MPH West Wind.",2
"Definitely need my AC installed in my window again, I do not like hot weather at all -_-",1
"Napavine, WA @ 04:00 AM | Dry | 41.1 | 0.00 | 95&#x25; | 0.9 SE | #wdisplay #weather |",2
"With this gorgeous weather, I've got to try this salad recipe :) {link}",3
"#WEATHER: 2:53 am E: 65.0F. Feels F. 30.00% Humidity. 3.5MPH North Wind.",2
"RT @mention: I think I know why michigan weather is messed up...why is that?",1
"Forecast for Tonight:  							 								Mostly cloudy. Showers with thunderstorms likely in the evening...the... {link} #wv",2
"Its hot as crap outside",1
"It's kinda cold outside :(",1
"93 degrees Thursday. I'm gonna die.",1
"#WEATHER:  6:53 am : 76.0F. Feels F. 30.01% Humidity. 5.8MPH Southeast Wind.",2
"Good Morning everyone:) Cant believe its mid May - temp here is in early 50s..cold!",1
"Workin late in a storm WTF cutting into my #alcoholism",1
"With you on this.. RT @mention: Nothing like waking up to dreadful weather #NYC.. you couldn't do any better than this? Its May already..",1
"So incredibly cold...i hate the drive in, i'm not cut out for this.",1
"It's chilly outside, Wtf",1
"@mention it's about damn time #sunshine",3
"#WEATHER: 1:53 am P: 54.0F. Feels 50F. 29.82% Humidity. 12.7MPH South Wind.",2
"I understand it's hot out ma'am, but shouting loudly and pofanely about it isn't really gonna do anything about it.  Put on shorts and deal",2
"On a related note, im showing legs today. Its friggin 80 beautiful degrees outside.",3
"@mention It was cooler out and humidity is low!  It's gonna be a great week to run!  See you Tuesday at @mention?",3
"#WEATHER: 5:53 pm C: 93.0F. Feels F. 29.67% Humidity. 20.7MPH South Wind.",2
"Severe Thunderstorm Warning for St. Francois and Washington County in MO until 2:45pm CDT. #mowx",2
"Hacked? RT @mention: O_O RT @mention: Morning Twitter. The weather is beautiful. I hope everyone has an awesome day..",3
"Day 3 in Brighon. Amazing weather. Not sure actually in England",3
"I kinda love thunderstorms.",3
"RT @mention: Trucks are preparing for lunch @mention.  Amazing weather to bring the family out to have some gourmet food!",3
"Outside: 62.1 F, Humidity: 87%, Wind: (86) 8 mph, Press: 29.73"", Rain: 0.06",2
"This great weather is really making the spring veggies pop! I bet our farmers will have some amazing produce this Saturday.",3
"Damn it's super windy outside. This crazy weather is all over the world. Mother nature is trying to tell us something. Cmon Earth!!",1
"@mention Stupid heat &gt;&gt; I guess the School might be a little better then going to a tree, though. How many degrees is it over there?",1
"Fairbanks Daily News-Miner: ""Wildfires sparked around Fairbanks as weather warms, sun shines"" {link}",2
"...So, we might all just die today by the looks of this weather. LOL",1
"Cuddlind weather again like Friday....... Time to call #oomf so we can make this happen again! Because Friday was right on point!",3
"@mention Hi Anneliza! You're very welcome. Sunshine didn't hold all day here y'day but at least the morning was sunny. :)",3
"Why on the weather forecast are they hoping for rain.fcuk rain and English weather mentalities",1
"Eating dinner with the fam. Out in the summer weather god do I love #family",3
"@mention postponed due to weather",2
"Thickety Mtn. South Carolina Current Weather  9:00 PM 72.0&#xB0;F 87 pct hum 0.0 mph NE #fb",2
"@mention i woke up out my sleep bc of the storm outside and now i cant sleep",1
"RT @mention: I LOVE this weather!!! :D",3
"@mention Oh just wait.......this is nice weather!!!!!! August and September Suck Ass!!!!",3
"why is it so hot? I like the snow better...I need to find my shorts",1
"Is it raining or something? RT @mention This weather is depressing ugh!",1
"RT @mention: Loving this storm.. Now I wanna watch Twister lol",3
"i love spring quarter #tanning #shirtlessboys #sunshine #lovelife",3
"do you wonder why the weather just got all shitty? cuz we're playing at mutiny tonight! santoni weather curse continues.",1
"@mention Here. Enjoy my view. All sunny here. Laugh. {link}",3
"@mention think were having Aprils weather",2
"LOVE thunderstorms in bed!!",3
"#WEATHER:  1:52 pm : 76.0F. Feels F. 29.68% Humidity. 13.8MPH South Wind.",2
"Beautiful weather Beautiful people & of course Jack Johnson.  It's a good day to be alive!! Happy #Sunday Happy #Summer. :)",3
"The only thing worse than playing a shitty game is playing a shitty game in the freezing rain.",1
"@mention why did its twitter lie and say it was nice weather #umladouches",1
"Happy Monday! Sunny and clear skies in Lincoln, NH.",3
